alpha,texp10,texp80
0,0.7954936007989061,0.0994367000998632
10,0.8182990614872564,0.10228738268590704
20,0.896815849434568,0.11210198117932094
30,1.0542398014912677,0.13177997518640847
40,1.3462301402916366,0.16827876753645454
50,1.9119717305411623,0.23899646631764518
60,3.1626236638779632,0.3953279579847454
70,6.769458113811723,0.8461822642264654
80,26.31689900759475,3.2896123759493436
90,118.62659378671162,14.828324223338953
