centers,signal
250,-0.12145367392873423
300,1.7535995961244326
350,63.22219509907888
400,351.8880154123678
450,865.8967106987831
500,1280.1628595225002
550,1507.5927281058753
600,1624.1444671899642
650,1647.3091199983344
700,1634.764487006324
750,1547.1233249755903
800,1367.32666484169
850,1132.3528613370743
900,903.1452827902172
950,659.7017041282706
1000,347.0654150261526
1050,87.07075743119739
1100,0.0
1150,0.0
