wavelength,nk,flux
425.00000000, 1.55534079, 2.13822015
425.05000000, 1.58946621, 2.13239260
425.10000000, 1.65339502, 2.12656505
425.15000000, 1.70299722, 2.12073750
425.20000000, 1.72754744, 2.11490995
425.25000000, 1.74459313, 2.10908240
425.30000000, 1.71962703, 2.10325485
425.35000000, 1.70243118, 2.09742730
425.40000000, 1.71756232, 2.09159974
425.45000000, 1.75226355, 2.08577219
425.50000000, 1.78899228, 2.07994464
425.55000000, 1.80285080, 2.07411709
425.60000000, 1.80564412, 2.06828954
425.65000000, 1.80408566, 2.06246199
425.70000000, 1.77103484, 2.05663444
425.75000000, 1.72037454, 2.05080689
425.80000000, 1.72265860, 2.04497934
425.85000000, 1.72523294, 2.03915178
425.90000000, 1.66144121, 2.03515962
425.95000000, 1.62050869, 2.03148326
426.00000000, 1.61091326, 2.02780689
426.05000000, 1.55524255, 2.02413052
426.10000000, 1.50511590, 2.02045416
426.15000000, 1.49162835, 2.01677779
426.20000000, 1.50634752, 2.01310142
426.25000000, 1.54972543, 2.00942506
426.30000000, 1.56548419, 2.00574869
426.35000000, 1.57738106, 2.00207232
426.40000000, 1.65069489, 1.99839595
426.45000000, 1.76624249, 1.99471959
426.50000000, 1.84816337, 1.99104322
426.55000000, 1.90063137, 1.98736685
426.60000000, 1.91708169, 1.98369049
426.65000000, 1.86621312, 1.98001412
426.70000000, 1.82044819, 1.97633775
426.75000000, 1.81914936, 1.97266139
426.80000000, 1.84115189, 1.96898502
426.85000000, 1.83872489, 1.96530865
426.90000000, 1.82132854, 1.96163229
426.95000000, 1.80557530, 1.95676644
427.00000000, 1.70309026, 1.95149088
427.05000000, 1.57070138, 1.94621533
427.10000000, 1.51779478, 1.94093977
427.15000000, 1.55121636, 1.93566422
427.20000000, 1.58269917, 1.93038866
427.25000000, 1.53752584, 1.92511310
427.30000000, 1.48721822, 1.91983755
427.35000000, 1.45592360, 1.91456199
427.40000000, 1.42997032, 1.90928643
427.45000000, 1.40814546, 1.90401088
427.50000000, 1.45905475, 1.89873532
427.55000000, 1.57058952, 1.89345977
427.60000000, 1.64941422, 1.88818421
427.65000000, 1.67108932, 1.88290865
427.70000000, 1.68240843, 1.87763310
427.75000000, 1.73836257, 1.87235754
427.80000000, 1.78566590, 1.86708198
427.85000000, 1.78161988, 1.86180643
427.90000000, 1.77391610, 1.85653087
427.95000000, 1.76907367, 1.85125531
428.00000000, 1.74933457, 1.84792720
428.05000000, 1.74310034, 1.84568789
428.10000000, 1.72983242, 1.84344858
428.15000000, 1.68799708, 1.84120927
428.20000000, 1.68122980, 1.83896995
428.25000000, 1.69818198, 1.83673064
428.30000000, 1.67167571, 1.83449133
428.35000000, 1.65616034, 1.83225201
428.40000000, 1.67416678, 1.83001270
428.45000000, 1.69307723, 1.82777339
428.50000000, 1.69011595, 1.82553408
428.55000000, 1.66405558, 1.82329476
428.60000000, 1.65913186, 1.82105545
428.65000000, 1.69474624, 1.81881614
428.70000000, 1.72406222, 1.81657683
428.75000000, 1.67227229, 1.81433751
428.80000000, 1.57774458, 1.81209820
428.85000000, 1.52314097, 1.80985889
428.90000000, 1.49463163, 1.80761957
428.95000000, 1.47076757, 1.80538026
429.00000000, 1.45808366, 1.80314095
429.05000000, 1.47535760, 1.80177374
429.10000000, 1.47454681, 1.80113170
429.15000000, 1.46400372, 1.80048965
429.20000000, 1.46573567, 1.79984761
429.25000000, 1.45944117, 1.79920556
429.30000000, 1.46351199, 1.79856352
429.35000000, 1.50246732, 1.79792147
429.40000000, 1.53317063, 1.79727943
429.45000000, 1.56953680, 1.79663738
429.50000000, 1.64357880, 1.79599534
429.55000000, 1.66343194, 1.79535329
429.60000000, 1.64143014, 1.79471125
429.65000000, 1.62706601, 1.79406920
429.70000000, 1.60785953, 1.79342716
429.75000000, 1.54998495, 1.79278511
429.80000000, 1.48645453, 1.79214307
429.85000000, 1.44328791, 1.79150102
429.90000000, 1.39981884, 1.79085898
429.95000000, 1.34560155, 1.79021693
430.00000000, 1.29265712, 1.78957489
430.05000000, 1.27284867, 1.78893285
430.10000000, 1.24914440, 1.79383232
430.15000000, 1.21126749, 1.80530024
430.20000000, 1.17752585, 1.81676816
430.25000000, 1.15886484, 1.82823608
430.30000000, 1.18452857, 1.83970400
430.35000000, 1.21521013, 1.85117192
430.40000000, 1.23649538, 1.86263984
430.45000000, 1.26442805, 1.87410775
430.50000000, 1.32437666, 1.88557567
430.55000000, 1.31490124, 1.89704359
430.60000000, 1.28024575, 1.90851151
430.65000000, 1.24552850, 1.91997943
430.70000000, 1.19897871, 1.93144735
430.75000000, 1.18043119, 1.94291527
430.80000000, 1.14504689, 1.95438319
430.85000000, 1.10979130, 1.96585111
430.90000000, 1.09344714, 1.97731903
430.95000000, 1.08334254, 1.98878695
431.00000000, 1.05809929, 2.00025487
431.05000000, 1.02237402, 2.01172279
431.10000000, 0.99655915, 2.02319071
431.15000000, 0.99784161, 2.03918129
431.20000000, 1.09111865, 2.06266479
431.25000000, 1.17464690, 2.08614829
431.30000000, 1.22422566, 2.10963179
431.35000000, 1.27426512, 2.13311530
431.40000000, 1.31491837, 2.15659880
431.45000000, 1.39648627, 2.18008230
431.50000000, 1.48686014, 2.20356580
431.55000000, 1.56000748, 2.22704930
431.60000000, 1.65672298, 2.25053280
431.65000000, 1.79275706, 2.27401630
431.70000000, 1.89145800, 2.29749980
431.75000000, 1.92120660, 2.32098331
431.80000000, 1.98558178, 2.34446681
431.85000000, 2.05972229, 2.36795031
431.90000000, 2.12040587, 2.39143381
431.95000000, 2.13431136, 2.41491731
432.00000000, 2.12773349, 2.43840081
432.05000000, 2.15533522, 2.46188431
432.10000000, 2.19380247, 2.48536781
432.15000000, 2.15910787, 2.50885132
432.20000000, 2.03096115, 2.51169185
432.25000000, 1.93590495, 2.46682117
432.30000000, 1.87947139, 2.42195049
432.35000000, 1.79539904, 2.37707981
432.40000000, 1.67636229, 2.33220913
432.45000000, 1.56407465, 2.28733845
432.50000000, 1.50263277, 2.24246776
432.55000000, 1.44867225, 2.19759708
432.60000000, 1.40311108, 2.15272640
432.65000000, 1.36713275, 2.10785572
432.70000000, 1.39626701, 2.06298504
432.75000000, 1.49922051, 2.01811436
432.80000000, 1.59259280, 1.97324367
432.85000000, 1.66068201, 1.92837299
432.90000000, 1.71336039, 1.88350231
432.95000000, 1.78655116, 1.83863163
433.00000000, 1.89313863, 1.79376095
433.05000000, 1.98014198, 1.74889026
433.10000000, 2.03523847, 1.70401958
433.15000000, 2.03564858, 1.65914890
433.20000000, 2.03093638, 1.61427822
433.25000000, 2.01894731, 1.57918305
433.30000000, 2.00632730, 1.57598123
433.35000000, 1.99558691, 1.57277941
433.40000000, 1.97615094, 1.56957759
433.45000000, 2.00622842, 1.56637577
433.50000000, 2.05244154, 1.56317395
433.55000000, 2.02593993, 1.55997212
433.60000000, 1.94578172, 1.55677030
433.65000000, 1.87481331, 1.55356848
433.70000000, 1.83177185, 1.55036666
433.75000000, 1.79164925, 1.54716484
433.80000000, 1.73350636, 1.54396302
433.85000000, 1.64843503, 1.54076120
433.90000000, 1.55263324, 1.53755937
433.95000000, 1.45377084, 1.53435755
434.00000000, 1.36384601, 1.53115573
434.05000000, 1.29183381, 1.52795391
434.10000000, 1.30340324, 1.52475209
434.15000000, 1.34425114, 1.52155027
434.20000000, 1.35682325, 1.51834845
434.25000000, 1.36725170, 1.51514662
434.30000000, 1.37245180, 1.51316120
434.35000000, 1.42258887, 1.51693416
434.40000000, 1.52128810, 1.52070711
434.45000000, 1.62187941, 1.52448006
434.50000000, 1.69454702, 1.52825302
434.55000000, 1.74826616, 1.53202597
434.60000000, 1.78541649, 1.53579892
434.65000000, 1.76659546, 1.53957188
434.70000000, 1.75656862, 1.54334483
434.75000000, 1.78426308, 1.54711778
434.80000000, 1.82182361, 1.55089074
434.85000000, 1.87049537, 1.55466369
434.90000000, 1.87327278, 1.55843665
434.95000000, 1.83432286, 1.56220960
435.00000000, 1.78073961, 1.56598255
435.05000000, 1.70892064, 1.56975551
435.10000000, 1.65076907, 1.57352846
435.15000000, 1.61855597, 1.57730141
435.20000000, 1.62617762, 1.58107437
435.25000000, 1.66185617, 1.58484732
435.30000000, 1.67847064, 1.58862027
435.35000000, 1.65261146, 1.59137494
435.40000000, 1.64040865, 1.58673226
435.45000000, 1.64521180, 1.58208958
435.50000000, 1.64999144, 1.57744691
435.55000000, 1.72140735, 1.57280423
435.60000000, 1.85311104, 1.56816155
435.65000000, 1.95696997, 1.56351888
435.70000000, 2.00432278, 1.55887620
435.75000000, 2.00387247, 1.55423352
435.80000000, 1.96817896, 1.54959085
435.85000000, 1.94099293, 1.54494817
435.90000000, 1.95605736, 1.54030549
435.95000000, 1.96242097, 1.53566282
436.00000000, 1.99905143, 1.53102014
436.05000000, 2.05352134, 1.52637746
436.10000000, 2.04861706, 1.52173479
436.15000000, 1.99457362, 1.51709211
436.20000000, 1.94093311, 1.51244943
436.25000000, 1.94532750, 1.50780676
436.30000000, 1.97735453, 1.50316408
436.35000000, 2.02949560, 1.49852140
436.40000000, 2.09352648, 1.49411626
436.45000000, 2.12253273, 1.49264918
436.50000000, 2.11046301, 1.49118209
436.55000000, 2.06961589, 1.48971501
436.60000000, 2.01448399, 1.48824792
436.65000000, 1.95105175, 1.48678083
436.70000000, 1.94718319, 1.48531375
436.75000000, 1.98961005, 1.48384666
436.80000000, 2.01155593, 1.48237958
436.85000000, 1.95600064, 1.48091249
436.90000000, 1.90581141, 1.47944541
436.95000000, 1.87375770, 1.47797832
437.00000000, 1.80976811, 1.47651124
437.05000000, 1.80261826, 1.47504415
437.10000000, 1.81017262, 1.47357706
437.15000000, 1.81771948, 1.47210998
437.20000000, 1.85434048, 1.47064289
437.25000000, 1.84640989, 1.46917581
437.30000000, 1.77894299, 1.46770872
437.35000000, 1.73681514, 1.46624164
437.40000000, 1.74084081, 1.46477455
437.45000000, 1.69168372, 1.46331366
437.50000000, 1.67674748, 1.46202147
437.55000000, 1.70897760, 1.46072929
437.60000000, 1.68926568, 1.45943710
437.65000000, 1.68052600, 1.45814492
437.70000000, 1.69081282, 1.45685273
437.75000000, 1.69344966, 1.45556054
437.80000000, 1.71584754, 1.45426836
437.85000000, 1.75292006, 1.45297617
437.90000000, 1.78360492, 1.45168399
437.95000000, 1.81674552, 1.45039180
438.00000000, 1.88656835, 1.44909962
438.05000000, 1.93733503, 1.44780743
438.10000000, 1.94093310, 1.44651525
438.15000000, 1.89319384, 1.44522306
438.20000000, 1.78486544, 1.44393088
438.25000000, 1.67288541, 1.44263869
438.30000000, 1.60548691, 1.44134651
438.35000000, 1.52773517, 1.44005432
438.40000000, 1.45674873, 1.43876214
438.45000000, 1.45047928, 1.43746995
438.50000000, 1.48066188, 1.43617935
438.55000000, 1.46424553, 1.43538111
438.60000000, 1.41909716, 1.43458288
438.65000000, 1.41750458, 1.43378465
438.70000000, 1.50458907, 1.43298642
438.75000000, 1.64602365, 1.43218818
438.80000000, 1.75569728, 1.43138995
438.85000000, 1.81628896, 1.43059172
438.90000000, 1.87329449, 1.42979348
438.95000000, 1.87827588, 1.42899525
439.00000000, 1.85422876, 1.42819702
439.05000000, 1.83240850, 1.42739879
439.10000000, 1.82143339, 1.42660055
439.15000000, 1.85167778, 1.42580232
439.20000000, 1.87579601, 1.42500409
439.25000000, 1.85071676, 1.42420586
439.30000000, 1.84366186, 1.42340762
439.35000000, 1.86102147, 1.42260939
439.40000000, 1.84375087, 1.42181116
439.45000000, 1.84834547, 1.42101293
439.50000000, 1.86242036, 1.42021469
439.55000000, 1.85389856, 1.41941646
439.60000000, 1.85810389, 1.42007189
439.65000000, 1.86523134, 1.42076003
439.70000000, 1.85245592, 1.42144816
439.75000000, 1.86167495, 1.42213629
439.80000000, 1.87996699, 1.42282442
439.85000000, 1.84442866, 1.42351255
439.90000000, 1.83141293, 1.42420069
439.95000000, 1.84433646, 1.42488882
440.00000000, 1.81335259, 1.42557695
440.05000000, 1.79359167, 1.42626508
440.10000000, 1.83340612, 1.42695322
440.15000000, 1.85481002, 1.42764135
440.20000000, 1.85008049, 1.42832948
440.25000000, 1.84732198, 1.42901761
440.30000000, 1.79498035, 1.42970574
440.35000000, 1.70588137, 1.43039388
440.40000000, 1.67425293, 1.43108201
440.45000000, 1.69216492, 1.43177014
440.50000000, 1.72376811, 1.43245827
440.55000000, 1.77000822, 1.43314640
440.60000000, 1.76810687, 1.43383454
440.65000000, 1.71984767, 1.43370887
440.70000000, 1.67355660, 1.43354913
440.75000000, 1.65041298, 1.43338938
440.80000000, 1.66183133, 1.43322963
440.85000000, 1.74517106, 1.43306988
440.90000000, 1.85323520, 1.43291013
440.95000000, 1.90311742, 1.43275038
441.00000000, 1.92203303, 1.43259064
441.05000000, 1.94336953, 1.43243089
441.10000000, 1.95052467, 1.43227114
441.15000000, 1.97681321, 1.43211139
441.20000000, 2.02679839, 1.43195164
441.25000000, 2.05352221, 1.43179190
441.30000000, 2.05951862, 1.43163215
441.35000000, 2.01937553, 1.43147240
441.40000000, 1.93408170, 1.43131265
441.45000000, 1.88576478, 1.43115290
441.50000000, 1.88418001, 1.43099316
441.55000000, 1.86571573, 1.43083341
441.60000000, 1.83933611, 1.43067366
441.65000000, 1.82629618, 1.43051391
441.70000000, 1.82110646, 1.42828619
441.75000000, 1.84581194, 1.42594641
441.80000000, 1.89187639, 1.42360664
441.85000000, 1.93566898, 1.42126686
441.90000000, 2.02840748, 1.41892709
441.95000000, 2.13868282, 1.41658732
442.00000000, 2.17017436, 1.41424754
442.05000000, 2.16894717, 1.41190777
442.10000000, 2.17034866, 1.40956799
442.15000000, 2.15889527, 1.40722822
442.20000000, 2.14532031, 1.40488844
442.25000000, 2.12230090, 1.40254867
442.30000000, 2.08743107, 1.40020889
442.35000000, 2.07740531, 1.39786912
442.40000000, 2.06335470, 1.39552934
442.45000000, 2.02335562, 1.39318957
442.50000000, 2.00233537, 1.39084979
442.55000000, 2.00358508, 1.38851002
442.60000000, 1.97732036, 1.38617024
442.65000000, 1.97071945, 1.38383047
442.70000000, 2.01257409, 1.38149069
442.75000000, 2.03924875, 1.38050366
442.80000000, 2.04540689, 1.37959627
442.85000000, 2.02169995, 1.37868887
442.90000000, 1.95527834, 1.37778148
442.95000000, 1.92447634, 1.37687409
443.00000000, 1.94479878, 1.37596670
443.05000000, 1.94642296, 1.37505930
443.10000000, 1.96290714, 1.37415191
443.15000000, 2.00006307, 1.37324452
443.20000000, 1.98928912, 1.37233713
443.25000000, 1.94608724, 1.37142973
443.30000000, 1.93914723, 1.37052234
443.35000000, 1.92329157, 1.36961495
443.40000000, 1.90910050, 1.36870756
443.45000000, 1.94716350, 1.36780016
443.50000000, 1.95522336, 1.36689277
443.55000000, 1.92081984, 1.36598538
443.60000000, 1.91326104, 1.36507799
443.65000000, 1.93057657, 1.36417060
443.70000000, 1.94140922, 1.36326320
443.75000000, 1.98721470, 1.36235581
443.80000000, 2.02675391, 1.36225143
443.85000000, 2.03503365, 1.36219180
443.90000000, 2.06999527, 1.36213218
443.95000000, 2.11481132, 1.36207256
444.00000000, 2.13721197, 1.36201293
444.05000000, 2.14608270, 1.36195331
444.10000000, 2.11893856, 1.36189369
444.15000000, 2.06063328, 1.36183406
444.20000000, 2.02211237, 1.36177444
444.25000000, 1.98891499, 1.36171482
444.30000000, 1.95023114, 1.36165519
444.35000000, 1.94518368, 1.36159557
444.40000000, 1.96830409, 1.36153595
444.45000000, 1.99889866, 1.36147633
444.50000000, 2.02116474, 1.36141670
444.55000000, 2.01688525, 1.36135708
444.60000000, 2.01418343, 1.36129746
444.65000000, 2.03055952, 1.36123783
444.70000000, 2.07954784, 1.36117821
444.75000000, 2.13487610, 1.36111859
444.80000000, 2.16427148, 1.36105896
444.85000000, 2.16963395, 1.36061445
444.90000000, 2.12837904, 1.36015265
444.95000000, 2.07820854, 1.35969085
445.00000000, 2.05222883, 1.35922905
445.05000000, 2.04535378, 1.35876724
445.10000000, 2.05940443, 1.35830544
445.15000000, 2.08050168, 1.35784364
445.20000000, 2.07973571, 1.35738184
445.25000000, 2.05575971, 1.35692003
445.30000000, 2.02494004, 1.35645823
445.35000000, 1.95247653, 1.35599643
445.40000000, 1.89682022, 1.35553462
445.45000000, 1.89484371, 1.35507282
445.50000000, 1.88505310, 1.35461102
445.55000000, 1.87083097, 1.35414922
445.60000000, 1.85127907, 1.35368741
445.65000000, 1.82822071, 1.35322561
445.70000000, 1.81489794, 1.35276381
445.75000000, 1.78907354, 1.35230200
445.80000000, 1.74845845, 1.35184020
445.85000000, 1.76358888, 1.35137840
445.90000000, 1.82386675, 1.35191946
445.95000000, 1.85939096, 1.35248750
446.00000000, 1.85038214, 1.35305555
446.05000000, 1.80535909, 1.35362359
446.10000000, 1.77217423, 1.35419164
446.15000000, 1.78203671, 1.35475968
446.20000000, 1.82224513, 1.35532772
446.25000000, 1.86066872, 1.35589577
446.30000000, 1.90289607, 1.35646381
446.35000000, 1.91361619, 1.35703186
446.40000000, 1.91894980, 1.35759990
446.45000000, 1.93994548, 1.35816794
446.50000000, 1.94014472, 1.35873599
446.55000000, 1.95480189, 1.35930403
446.60000000, 2.01325291, 1.35987207
446.65000000, 2.07112669, 1.36044012
446.70000000, 2.07025571, 1.36100816
446.75000000, 2.04670830, 1.36157621
446.80000000, 1.99419293, 1.36214425
446.85000000, 1.97456606, 1.36271229
446.90000000, 1.98366150, 1.36328034
446.95000000, 1.96345993, 1.36231107
447.00000000, 1.95261545, 1.36133811
447.05000000, 1.98952077, 1.36036515
447.10000000, 2.04056751, 1.35939219
447.15000000, 2.02021282, 1.35841923
447.20000000, 1.99878137, 1.35744627
447.25000000, 2.02208030, 1.35647331
447.30000000, 2.06522063, 1.35550035
447.35000000, 2.11053726, 1.35452739
447.40000000, 2.14805274, 1.35355443
447.45000000, 2.15504812, 1.35258147
447.50000000, 2.13008947, 1.35160851
447.55000000, 2.12192419, 1.35063555
447.60000000, 2.12675115, 1.34966259
447.65000000, 2.14422627, 1.34868963
447.70000000, 2.17549429, 1.34771667
447.75000000, 2.19324282, 1.34674371
447.80000000, 2.18227931, 1.34577075
447.85000000, 2.13514596, 1.34479779
447.90000000, 2.08571612, 1.34382483
447.95000000, 2.06326647, 1.34284688
448.00000000, 2.06494310, 1.34169828
448.05000000, 2.07032890, 1.34054968
448.10000000, 2.03121579, 1.33940109
448.15000000, 1.97914726, 1.33825249
448.20000000, 1.97170774, 1.33710389
448.25000000, 1.96078399, 1.33595530
448.30000000, 1.91629889, 1.33480670
448.35000000, 1.91622615, 1.33365810
448.40000000, 1.97755780, 1.33250950
448.45000000, 2.00250933, 1.33136091
448.50000000, 2.02667848, 1.33021231
448.55000000, 2.07441864, 1.32906371
448.60000000, 2.11795428, 1.32791511
448.65000000, 2.15905046, 1.32676652
448.70000000, 2.16453649, 1.32561792
448.75000000, 2.14048071, 1.32446932
448.80000000, 2.12098102, 1.32332072
448.85000000, 2.09921597, 1.32217213
448.90000000, 2.06244157, 1.32102353
448.95000000, 2.04960812, 1.31987493
449.00000000, 2.04309443, 1.31879781
449.05000000, 2.03056443, 1.31872559
449.10000000, 2.03558949, 1.31865338
449.15000000, 2.05206023, 1.31858117
449.20000000, 2.06616666, 1.31850896
449.25000000, 2.07126163, 1.31843675
449.30000000, 2.05785114, 1.31836454
449.35000000, 2.06070035, 1.31829233
449.40000000, 2.07616905, 1.31822012
449.45000000, 2.07847473, 1.31814790
449.50000000, 2.07530888, 1.31807569
449.55000000, 2.06255019, 1.31800348
449.60000000, 2.04656513, 1.31793127
449.65000000, 2.03694895, 1.31785906
449.70000000, 2.02329341, 1.31778685
449.75000000, 2.00006086, 1.31771464
449.80000000, 2.00083082, 1.31764243
449.85000000, 2.04995746, 1.31757021
449.90000000, 2.08737626, 1.31749800
449.95000000, 2.09398053, 1.31742579
450.00000000, 2.09469517, 1.31735358
450.05000000, 2.09656383, 1.31714781
450.10000000, 2.09574774, 1.31587451
450.15000000, 2.09326282, 1.31460122
450.20000000, 2.10121676, 1.31332792
450.25000000, 2.12514854, 1.31205463
450.30000000, 2.15743214, 1.31078133
450.35000000, 2.15041490, 1.30950803
450.40000000, 2.13999671, 1.30823474
450.45000000, 2.14148074, 1.30696144
450.50000000, 2.16305778, 1.30568815
450.55000000, 2.19745772, 1.30441485
450.60000000, 2.22467577, 1.30314156
450.65000000, 2.25681782, 1.30186826
450.70000000, 2.24830896, 1.30059496
450.75000000, 2.23086847, 1.29932167
450.80000000, 2.23018923, 1.29804837
450.85000000, 2.22718004, 1.29677508
450.90000000, 2.23405828, 1.29550178
450.95000000, 2.22502802, 1.29422849
451.00000000, 2.21184516, 1.29295519
451.05000000, 2.21061011, 1.29168189
451.10000000, 2.20582509, 1.29093946
451.15000000, 2.18830072, 1.29291900
451.20000000, 2.18763397, 1.29489854
451.25000000, 2.20675346, 1.29687807
451.30000000, 2.19316304, 1.29885761
451.35000000, 2.17601223, 1.30083715
451.40000000, 2.15409016, 1.30281669
451.45000000, 2.15139384, 1.30479623
451.50000000, 2.17500330, 1.30677576
451.55000000, 2.18608758, 1.30875530
451.60000000, 2.17907928, 1.31073484
451.65000000, 2.15597750, 1.31271438
451.70000000, 2.12023805, 1.31469392
451.75000000, 2.08354996, 1.31667345
451.80000000, 2.09311507, 1.31865299
451.85000000, 2.10312668, 1.32063253
451.90000000, 2.09498043, 1.32261207
451.95000000, 2.11479996, 1.32459161
452.00000000, 2.13008141, 1.32657114
452.05000000, 2.11990399, 1.32855068
452.10000000, 2.08544920, 1.33053022
452.15000000, 2.05320841, 1.33170322
452.20000000, 2.06451582, 1.33004973
452.25000000, 2.11763572, 1.32839624
452.30000000, 2.15205913, 1.32674275
452.35000000, 2.12326955, 1.32508926
452.40000000, 2.11034467, 1.32343577
452.45000000, 2.12610265, 1.32178227
452.50000000, 2.09171001, 1.32012878
452.55000000, 2.03020130, 1.31847529
452.60000000, 1.98178823, 1.31682180
452.65000000, 1.98828619, 1.31516831
452.70000000, 1.98742753, 1.31351481
452.75000000, 1.92721388, 1.31186132
452.80000000, 1.88054895, 1.31020783
452.85000000, 1.87378921, 1.30855434
452.90000000, 1.89843434, 1.30690085
452.95000000, 1.87394600, 1.30524735
453.00000000, 1.80211768, 1.30359386
453.05000000, 1.81201902, 1.30194037
453.10000000, 1.86943454, 1.30028688
453.15000000, 1.89534196, 1.29863339
453.20000000, 1.87794828, 1.29709699
453.25000000, 1.88256431, 1.29585009
453.30000000, 1.92479710, 1.29460319
453.35000000, 1.93237382, 1.29335629
453.40000000, 1.89430489, 1.29210939
453.45000000, 1.82052271, 1.29086249
453.50000000, 1.82139828, 1.28961559
453.55000000, 1.90256936, 1.28836868
453.60000000, 1.93801794, 1.28712178
453.65000000, 1.94295053, 1.28587488
453.70000000, 1.97333865, 1.28462798
453.75000000, 2.00226975, 1.28338108
453.80000000, 2.03570138, 1.28213418
453.85000000, 2.07806122, 1.28088728
453.90000000, 2.08268291, 1.27964038
453.95000000, 2.09687159, 1.27839348
454.00000000, 2.13974963, 1.27714657
454.05000000, 2.16579634, 1.27589967
454.10000000, 2.14621620, 1.27465277
454.15000000, 2.13019117, 1.27340587
454.20000000, 2.12978885, 1.27215897
454.25000000, 2.12735909, 1.27124399
454.30000000, 2.11001997, 1.27091654
454.35000000, 2.07706749, 1.27058910
454.40000000, 2.03652454, 1.27026165
454.45000000, 2.02148553, 1.26993420
454.50000000, 2.04306876, 1.26960675
454.55000000, 2.05685159, 1.26927931
454.60000000, 2.05498226, 1.26895186
454.65000000, 2.04682780, 1.26862441
454.70000000, 2.03488338, 1.26829696
454.75000000, 2.01059093, 1.26796952
454.80000000, 1.94633441, 1.26764207
454.85000000, 1.90829335, 1.26731462
454.90000000, 1.93981787, 1.26698718
454.95000000, 1.98885205, 1.26665973
455.00000000, 2.01902675, 1.26633228
455.05000000, 2.03059870, 1.26600483
455.10000000, 2.03429850, 1.26567739
455.15000000, 2.05148626, 1.26534994
455.20000000, 2.07222951, 1.26502249
455.25000000, 2.06771871, 1.26469504
455.30000000, 2.04258788, 1.26444506
455.35000000, 2.07341182, 1.26429328
455.40000000, 2.10769335, 1.26414149
455.45000000, 2.05525216, 1.26398971
455.50000000, 1.99498030, 1.26383792
455.55000000, 1.98228610, 1.26368614
455.60000000, 1.98953547, 1.26353436
455.65000000, 2.00405579, 1.26338257
455.70000000, 1.99587340, 1.26323079
455.75000000, 1.96707709, 1.26307900
455.80000000, 1.98764603, 1.26292722
455.85000000, 2.01279233, 1.26277543
455.90000000, 2.00974068, 1.26262365
455.95000000, 2.02833973, 1.26247186
456.00000000, 2.08513284, 1.26232008
456.05000000, 2.14524503, 1.26216830
456.10000000, 2.16834425, 1.26201651
456.15000000, 2.16397839, 1.26186473
456.20000000, 2.14809255, 1.26171294
456.25000000, 2.14583219, 1.26156116
456.30000000, 2.15268001, 1.26140937
456.35000000, 2.14647432, 1.26064283
456.40000000, 2.13703896, 1.25932628
456.45000000, 2.12256981, 1.25800974
456.50000000, 2.10704956, 1.25669319
456.55000000, 2.08821544, 1.25537665
456.60000000, 2.06638361, 1.25406010
456.65000000, 2.06689504, 1.25274355
456.70000000, 2.06997877, 1.25142701
456.75000000, 2.07661903, 1.25011046
456.80000000, 2.09176270, 1.24879392
456.85000000, 2.10190900, 1.24747737
456.90000000, 2.11909163, 1.24616083
456.95000000, 2.15614237, 1.24484428
457.00000000, 2.16452457, 1.24352774
457.05000000, 2.13051370, 1.24221119
457.10000000, 2.11117614, 1.24089464
457.15000000, 2.10483724, 1.23957810
457.20000000, 2.10457545, 1.23826155
457.25000000, 2.11873639, 1.23694501
457.30000000, 2.12845164, 1.23562846
457.35000000, 2.12172150, 1.23431192
457.40000000, 2.11885257, 1.23360256
457.45000000, 2.12057016, 1.23326252
457.50000000, 2.12585728, 1.23292247
457.55000000, 2.15505999, 1.23258243
457.60000000, 2.20196804, 1.23224238
457.65000000, 2.22985468, 1.23190234
457.70000000, 2.21504012, 1.23156229
457.75000000, 2.18937524, 1.23122225
457.80000000, 2.17454104, 1.23088220
457.85000000, 2.16014052, 1.23054216
457.90000000, 2.12429183, 1.23020211
457.95000000, 2.09055341, 1.22986207
458.00000000, 2.05893652, 1.22952202
458.05000000, 2.02125626, 1.22918198
458.10000000, 1.99972085, 1.22884193
458.15000000, 1.97593453, 1.22850189
458.20000000, 1.95069608, 1.22816184
458.25000000, 1.92991038, 1.22782180
458.30000000, 1.91482986, 1.22748175
458.35000000, 1.92120965, 1.22714171
458.40000000, 1.95360899, 1.22680166
458.45000000, 1.96645605, 1.22617813
458.50000000, 1.95987831, 1.22544588
458.55000000, 1.98848529, 1.22471363
458.60000000, 2.01923067, 1.22398137
458.65000000, 2.01724054, 1.22324912
458.70000000, 2.01229833, 1.22251687
458.75000000, 2.03905535, 1.22178462
458.80000000, 2.08397650, 1.22105237
458.85000000, 2.10013257, 1.22032012
458.90000000, 2.09420681, 1.21958786
458.95000000, 2.09940370, 1.21885561
459.00000000, 2.11260086, 1.21812336
459.05000000, 2.11661735, 1.21739111
459.10000000, 2.10063253, 1.21665886
459.15000000, 2.08379710, 1.21592661
459.20000000, 2.09453360, 1.21519435
459.25000000, 2.11077814, 1.21446210
459.30000000, 2.10304339, 1.21372985
459.35000000, 2.09270516, 1.21299760
459.40000000, 2.07408516, 1.21226535
459.45000000, 2.04226525, 1.21153310
459.50000000, 2.02221764, 1.21154606
459.55000000, 2.02322196, 1.21171080
459.60000000, 2.04099414, 1.21187553
459.65000000, 2.07981575, 1.21204027
459.70000000, 2.08550380, 1.21220500
459.75000000, 2.05938093, 1.21236974
459.80000000, 2.06523986, 1.21253447
459.85000000, 2.06866267, 1.21269921
459.90000000, 2.05703151, 1.21286395
