wavelength,nk,flux
765.35000000, 1.25177866, 1.00852636
765.40000000, 1.24719067, 1.00942888
765.45000000, 1.24365649, 1.01033141
765.50000000, 1.24169897, 1.01123393
765.55000000, 1.23889306, 1.01213646
765.60000000, 1.23416564, 1.01303899
765.65000000, 1.22805508, 1.01394151
765.70000000, 1.22204070, 1.01484404
765.75000000, 1.21415067, 1.01574656
765.80000000, 1.20652703, 1.01664909
765.85000000, 1.20025475, 1.01755162
765.90000000, 1.19713048, 1.01845414
765.95000000, 1.19541202, 1.01935667
766.00000000, 1.19272770, 1.02025919
766.05000000, 1.19163356, 1.02116172
766.10000000, 1.18979751, 1.02206424
766.15000000, 1.19112403, 1.02296677
766.20000000, 1.19106082, 1.02386930
766.25000000, 1.18899550, 1.02477182
766.30000000, 1.18440583, 1.02567435
766.35000000, 1.17757121, 1.02657687
766.40000000, 1.17477569, 1.02747940
766.45000000, 1.16880006, 1.02838193
766.50000000, 1.16718621, 1.02928445
766.55000000, 1.17075074, 1.02877239
766.60000000, 1.17833796, 1.02551193
766.65000000, 1.18662941, 1.02225146
766.70000000, 1.19113688, 1.01899099
766.75000000, 1.19235493, 1.01573052
766.80000000, 1.19232151, 1.01247006
766.85000000, 1.19846366, 1.00920959
766.90000000, 1.20842798, 1.00594912
766.95000000, 1.22013639, 1.00268866
767.00000000, 1.23295711, 0.99942819
767.05000000, 1.24741574, 0.99616772
767.10000000, 1.25929672, 0.99290725
767.15000000, 1.26288433, 0.98964679
767.20000000, 1.26286017, 0.98638632
767.25000000, 1.26169729, 0.98312585
767.30000000, 1.26101350, 0.97986539
767.35000000, 1.26147971, 0.97660492
767.40000000, 1.26239068, 0.97334445
767.45000000, 1.26297526, 0.97008399
767.50000000, 1.26361467, 0.96682352
767.55000000, 1.26405237, 0.96356305
767.60000000, 1.26377443, 0.96030258
767.65000000, 1.26262358, 0.95704212
767.70000000, 1.26117232, 0.95378165
767.75000000, 1.26005923, 0.95052118
767.80000000, 1.25801899, 0.94726072
767.85000000, 1.25377460, 0.94400025
767.90000000, 1.24915712, 0.94073978
767.95000000, 1.24519945, 0.93747931
768.00000000, 1.24184009, 0.93421885
768.05000000, 1.23849539, 0.93095838
768.10000000, 1.23587045, 0.92769791
768.15000000, 1.23564885, 0.92443745
768.20000000, 1.23547918, 0.92117698
768.25000000, 1.23473555, 0.91791651
768.30000000, 1.23327637, 0.91465604
768.35000000, 1.23146342, 0.91139558
768.40000000, 1.23253658, 0.90813511
768.45000000, 1.23467754, 0.90487464
768.50000000, 1.23681527, 0.90161418
768.55000000, 1.23904937, 0.89835371
768.60000000, 1.24175056, 0.89509324
768.65000000, 1.24434762, 0.89183277
768.70000000, 1.24421127, 0.88857231
768.75000000, 1.24255988, 0.88531184
768.80000000, 1.24112371, 0.88205137
768.85000000, 1.23991455, 0.87879091
768.90000000, 1.23884222, 0.87553044
768.95000000, 1.23692769, 0.87226997
769.00000000, 1.23307666, 0.86900950
769.05000000, 1.23019520, 0.86574904
769.10000000, 1.22733780, 0.86248857
769.15000000, 1.22437135, 0.85922810
769.20000000, 1.22214977, 0.85596764
769.25000000, 1.22225793, 0.85270717
769.30000000, 1.22501550, 0.84944670
769.35000000, 1.22713641, 0.84618623
769.40000000, 1.22785940, 0.84292577
769.45000000, 1.22777509, 0.83966530
769.50000000, 1.22922905, 0.83640483
769.55000000, 1.23203950, 0.83314437
769.60000000, 1.23541834, 0.82988390
769.65000000, 1.23893371, 0.82662343
769.70000000, 1.24151890, 0.82336296
769.75000000, 1.23969846, 0.82010250
769.80000000, 1.23624405, 0.81684203
769.85000000, 1.23100238, 0.81358156
769.90000000, 1.22479657, 0.81032110
769.95000000, 1.21917628, 0.80706063
770.00000000, 1.21528652, 0.80380016
770.05000000, 1.21776729, 0.80053969
770.10000000, 1.21906600, 0.79727923
770.15000000, 1.21940178, 0.79401876
770.20000000, 1.21831831, 0.79075829
770.25000000, 1.21725561, 0.78749783
770.30000000, 1.22084608, 0.78423736
770.35000000, 1.22573192, 0.78097689
770.40000000, 1.23060079, 0.77771642
770.45000000, 1.23583869, 0.77445596
770.50000000, 1.24224815, 0.77119549
770.55000000, 1.24791584, 0.76793502
770.60000000, 1.24928628, 0.76467456
770.65000000, 1.24888862, 0.76141409
770.70000000, 1.24838250, 0.75815362
770.75000000, 1.24814508, 0.75489315
770.80000000, 1.24718822, 0.75383876
770.85000000, 1.24405409, 0.75415145
770.90000000, 1.23832928, 0.75446415
770.95000000, 1.23323570, 0.75477684
771.00000000, 1.22623226, 0.75508953
771.05000000, 1.22010558, 0.75540223
771.10000000, 1.21536256, 0.75571492
771.15000000, 1.21296694, 0.75602762
771.20000000, 1.21231398, 0.75634031
771.25000000, 1.20993891, 0.75665300
771.30000000, 1.20587774, 0.75696570
771.35000000, 1.20115958, 0.75727839
771.40000000, 1.19899252, 0.75759109
771.45000000, 1.19858829, 0.75790378
771.50000000, 1.19973955, 0.75821647
771.55000000, 1.20421523, 0.75852917
771.60000000, 1.21247867, 0.75884186
771.65000000, 1.22099888, 0.75915456
771.70000000, 1.22570703, 0.75946725
771.75000000, 1.22782513, 0.75977994
771.80000000, 1.22924599, 0.76009264
771.85000000, 1.23124530, 0.76040533
771.90000000, 1.23268733, 0.76071803
771.95000000, 1.23391132, 0.76103072
772.00000000, 1.23570634, 0.76134341
772.05000000, 1.23768608, 0.76165611
772.10000000, 1.23762020, 0.76196880
772.15000000, 1.23361273, 0.76228150
772.20000000, 1.22821607, 0.76259419
772.25000000, 1.22351667, 0.76290689
772.30000000, 1.21900827, 0.76321958
772.35000000, 1.21443817, 0.76353227
772.40000000, 1.21098945, 0.76384497
772.45000000, 1.20992258, 0.76415766
772.50000000, 1.21092214, 0.76447036
772.55000000, 1.21000327, 0.76478305
772.60000000, 1.20591177, 0.76509574
772.65000000, 1.20367529, 0.76540844
772.70000000, 1.20391279, 0.76572113
772.75000000, 1.20530907, 0.76603383
772.80000000, 1.20622701, 0.76634652
772.85000000, 1.20807785, 0.76665921
772.90000000, 1.21428100, 0.76697191
772.95000000, 1.22001156, 0.76728460
773.00000000, 1.22360143, 0.76759730
773.05000000, 1.22489725, 0.76790999
773.10000000, 1.22520776, 0.76822268
773.15000000, 1.22883442, 0.76853538
773.20000000, 1.23145554, 0.76884807
773.25000000, 1.23353961, 0.76916077
773.30000000, 1.23565184, 0.76947346
773.35000000, 1.23844048, 0.76978615
773.40000000, 1.24192274, 0.77009885
773.45000000, 1.24236508, 0.77041154
773.50000000, 1.24252762, 0.77072424
773.55000000, 1.24242380, 0.77103693
773.60000000, 1.24206371, 0.77134963
773.65000000, 1.24147118, 0.77166232
773.70000000, 1.24080239, 0.77197501
773.75000000, 1.24089182, 0.77228771
773.80000000, 1.24107401, 0.77260040
773.85000000, 1.24128846, 0.77291310
773.90000000, 1.24163904, 0.77322579
773.95000000, 1.24213885, 0.77353848
774.00000000, 1.24250557, 0.77385118
774.05000000, 1.24139340, 0.77416387
774.10000000, 1.23737453, 0.77447657
774.15000000, 1.23389542, 0.77478926
774.20000000, 1.23083810, 0.77510195
774.25000000, 1.22782309, 0.77541465
774.30000000, 1.22471313, 0.77572734
774.35000000, 1.22183622, 0.77604004
774.40000000, 1.22018361, 0.77635273
774.45000000, 1.21554352, 0.77666542
774.50000000, 1.20983537, 0.77697812
774.55000000, 1.20365205, 0.77729081
774.60000000, 1.19636787, 0.77760351
774.65000000, 1.18807911, 0.77791620
774.70000000, 1.17930842, 0.77822889
774.75000000, 1.17313730, 0.77854159
774.80000000, 1.16798561, 0.77885428
774.85000000, 1.16321504, 0.77916698
774.90000000, 1.15900444, 0.77947967
774.95000000, 1.15465648, 0.77979237
775.00000000, 1.15630388, 0.78010506
775.05000000, 1.15923559, 0.78075026
775.10000000, 1.16146920, 0.78142516
775.15000000, 1.16354418, 0.78210007
775.20000000, 1.16812780, 0.78277497
775.25000000, 1.17849449, 0.78344987
775.30000000, 1.18749283, 0.78412477
775.35000000, 1.19537994, 0.78479968
775.40000000, 1.20337501, 0.78547458
775.45000000, 1.21189858, 0.78614948
775.50000000, 1.22008729, 0.78682438
775.55000000, 1.22468847, 0.78749928
775.60000000, 1.22690806, 0.78817419
775.65000000, 1.22869244, 0.78884909
775.70000000, 1.23058020, 0.78952399
775.75000000, 1.23176204, 0.79019889
775.80000000, 1.23082524, 0.79087380
775.85000000, 1.22935141, 0.79154870
775.90000000, 1.22780267, 0.79222360
775.95000000, 1.22631933, 0.79289850
776.00000000, 1.22506430, 0.79357341
776.05000000, 1.22426611, 0.79424831
776.10000000, 1.22410193, 0.79492321
776.15000000, 1.22392228, 0.79559811
776.20000000, 1.22375984, 0.79627302
776.25000000, 1.22326511, 0.79694792
776.30000000, 1.22281063, 0.79762282
776.35000000, 1.22258515, 0.79829772
776.40000000, 1.22232439, 0.79897263
776.45000000, 1.22262377, 0.79964753
776.50000000, 1.22350912, 0.80032243
776.55000000, 1.22485033, 0.80099733
776.60000000, 1.22607226, 0.80167224
776.65000000, 1.22691371, 0.80234714
776.70000000, 1.22780311, 0.80302204
776.75000000, 1.22795123, 0.80369694
776.80000000, 1.22759579, 0.80437185
776.85000000, 1.22703936, 0.80504675
776.90000000, 1.22649660, 0.80572165
776.95000000, 1.22582315, 0.80639655
777.00000000, 1.22418322, 0.80707146
777.05000000, 1.22037483, 0.80774636
777.10000000, 1.21711960, 0.80842126
777.15000000, 1.21391926, 0.80909616
777.20000000, 1.20990346, 0.80977107
777.25000000, 1.20468198, 0.81044597
777.30000000, 1.19990860, 0.81112087
777.35000000, 1.19598470, 0.81179577
777.40000000, 1.19166034, 0.81247068
777.45000000, 1.18719411, 0.81314558
777.50000000, 1.18318010, 0.81382048
777.55000000, 1.18045126, 0.81449538
777.60000000, 1.18035706, 0.81517029
777.65000000, 1.18197858, 0.81584519
777.70000000, 1.18348064, 0.81652009
777.75000000, 1.18544171, 0.81719499
777.80000000, 1.18830294, 0.81786990
777.85000000, 1.19171148, 0.81854480
777.90000000, 1.19326314, 0.81921970
777.95000000, 1.19509164, 0.81989460
778.00000000, 1.19728800, 0.82056951
778.05000000, 1.19933303, 0.82124441
778.10000000, 1.20083627, 0.82191931
778.15000000, 1.20204846, 0.82259421
778.20000000, 1.20304541, 0.82326911
778.25000000, 1.20395661, 0.82394402
778.30000000, 1.20485979, 0.82461892
778.35000000, 1.20555341, 0.82529382
778.40000000, 1.20595465, 0.82596872
778.45000000, 1.20669946, 0.82664363
778.50000000, 1.20740882, 0.82731853
778.55000000, 1.20812894, 0.82799343
778.60000000, 1.20885960, 0.82866833
778.65000000, 1.20939903, 0.82934324
778.70000000, 1.20917426, 0.83001814
778.75000000, 1.20583895, 0.83069304
778.80000000, 1.20335710, 0.83136794
778.85000000, 1.20116423, 0.83204285
778.90000000, 1.19904495, 0.83271775
778.95000000, 1.19712811, 0.83339265
779.00000000, 1.19599751, 0.83406755
779.05000000, 1.19767278, 0.83474246
779.10000000, 1.19869038, 0.83541736
779.15000000, 1.19899225, 0.83609226
779.20000000, 1.19848710, 0.83676716
779.25000000, 1.19786074, 0.83720903
779.30000000, 1.19959392, 0.83691940
779.35000000, 1.20199232, 0.83662977
779.40000000, 1.20414948, 0.83634014
779.45000000, 1.20643159, 0.83605051
779.50000000, 1.20891101, 0.83576088
779.55000000, 1.21079062, 0.83547124
779.60000000, 1.20691757, 0.83518161
779.65000000, 1.20346107, 0.83489198
779.70000000, 1.20004870, 0.83460235
779.75000000, 1.19605217, 0.83431272
779.80000000, 1.19144040, 0.83402309
779.85000000, 1.18710527, 0.83373345
779.90000000, 1.18647350, 0.83344382
779.95000000, 1.18493874, 0.83315419
780.00000000, 1.18315092, 0.83286456
780.05000000, 1.18122235, 0.83257493
780.10000000, 1.17980034, 0.83228530
780.15000000, 1.18208758, 0.83199566
780.20000000, 1.18481791, 0.83170603
780.25000000, 1.18730266, 0.83141640
780.30000000, 1.19015228, 0.83112677
780.35000000, 1.19433385, 0.83083714
780.40000000, 1.20044344, 0.83054750
780.45000000, 1.20327660, 0.83025787
780.50000000, 1.20559773, 0.82996824
780.55000000, 1.20745976, 0.82967861
780.60000000, 1.20795731, 0.82938898
780.65000000, 1.20683435, 0.82909935
780.70000000, 1.20559891, 0.82880971
780.75000000, 1.20430673, 0.82852008
780.80000000, 1.20286882, 0.82823045
780.85000000, 1.20134060, 0.82794082
780.90000000, 1.19936678, 0.82765119
780.95000000, 1.19648062, 0.82736156
781.00000000, 1.19317763, 0.82707192
781.05000000, 1.18940885, 0.82678229
781.10000000, 1.18509620, 0.82649266
781.15000000, 1.18202071, 0.82620303
781.20000000, 1.18172259, 0.82591340
781.25000000, 1.18457238, 0.82562377
781.30000000, 1.18664480, 0.82533413
781.35000000, 1.18842695, 0.82504450
781.40000000, 1.18987252, 0.82475487
781.45000000, 1.19131479, 0.82446524
781.50000000, 1.19320665, 0.82417561
781.55000000, 1.19559340, 0.82388597
781.60000000, 1.19817370, 0.82359634
781.65000000, 1.20106234, 0.82330671
781.70000000, 1.20471486, 0.82301708
781.75000000, 1.20845737, 0.82272745
781.80000000, 1.20990140, 0.82243782
781.85000000, 1.21012969, 0.82214818
781.90000000, 1.20980319, 0.82185855
781.95000000, 1.20935726, 0.82156892
782.00000000, 1.20874079, 0.82127929
782.05000000, 1.20775263, 0.82098966
782.10000000, 1.20688091, 0.82070003
782.15000000, 1.20611712, 0.82041039
782.20000000, 1.20561367, 0.82012076
782.25000000, 1.20524181, 0.81983113
782.30000000, 1.20498739, 0.81954150
782.35000000, 1.20513294, 0.81925187
782.40000000, 1.20484841, 0.81896223
782.45000000, 1.20426285, 0.81867260
782.50000000, 1.20224204, 0.81838297
782.55000000, 1.19957646, 0.81809334
782.60000000, 1.19802064, 0.81780371
782.65000000, 1.19678490, 0.81751408
782.70000000, 1.19578159, 0.81722444
782.75000000, 1.19506440, 0.81693481
782.80000000, 1.19562974, 0.81664518
782.85000000, 1.19748737, 0.81635555
782.90000000, 1.19822013, 0.81606592
782.95000000, 1.19799236, 0.81577629
783.00000000, 1.19550173, 0.81548665
783.05000000, 1.19054121, 0.81519702
783.10000000, 1.18480444, 0.81490739
783.15000000, 1.18091004, 0.81461776
783.20000000, 1.17750705, 0.81432813
783.25000000, 1.17456260, 0.81403850
783.30000000, 1.17315190, 0.81374886
783.35000000, 1.17290416, 0.81345923
783.40000000, 1.17238353, 0.81316960
783.45000000, 1.16806230, 0.81287997
783.50000000, 1.16334762, 0.81274844
783.55000000, 1.15776009, 0.81272768
783.60000000, 1.15506245, 0.81270692
783.65000000, 1.15684525, 0.81268617
783.70000000, 1.16169667, 0.81266541
783.75000000, 1.16855040, 0.81264466
783.80000000, 1.17458661, 0.81262390
783.85000000, 1.18049976, 0.81260314
783.90000000, 1.18462887, 0.81258239
783.95000000, 1.18525276, 0.81256163
784.00000000, 1.18661416, 0.81254088
784.05000000, 1.18831442, 0.81252012
784.10000000, 1.19042328, 0.81249936
784.15000000, 1.19317498, 0.81247861
784.20000000, 1.19635670, 0.81245785
784.25000000, 1.19873563, 0.81243709
784.30000000, 1.19814789, 0.81241634
784.35000000, 1.19716602, 0.81239558
784.40000000, 1.19606333, 0.81237483
784.45000000, 1.19492302, 0.81235407
784.50000000, 1.19374954, 0.81233331
784.55000000, 1.19328231, 0.81231256
784.60000000, 1.19349053, 0.81229180
784.65000000, 1.19368474, 0.81227105
784.70000000, 1.19379634, 0.81225029
784.75000000, 1.19393962, 0.81222953
784.80000000, 1.19349773, 0.81220878
784.85000000, 1.19230295, 0.81218802
784.90000000, 1.19119833, 0.81216727
784.95000000, 1.19023628, 0.81214651
785.00000000, 1.18916899, 0.81212575
785.05000000, 1.18740758, 0.81210500
785.10000000, 1.18622549, 0.81208424
785.15000000, 1.18543947, 0.81206349
785.20000000, 1.18476966, 0.81204273
785.25000000, 1.18397639, 0.81202197
785.30000000, 1.18286384, 0.81200122
785.35000000, 1.18132211, 0.81198046
785.40000000, 1.17960895, 0.81195971
785.45000000, 1.17490121, 0.81193895
785.50000000, 1.16812207, 0.81191819
785.55000000, 1.16240860, 0.81189744
785.60000000, 1.15823768, 0.81187668
785.65000000, 1.15564231, 0.81185593
785.70000000, 1.15359209, 0.81183517
785.75000000, 1.15368398, 0.81181441
785.80000000, 1.15671932, 0.81179366
785.85000000, 1.15787166, 0.81177290
785.90000000, 1.15763366, 0.81175215
785.95000000, 1.15593926, 0.81173139
786.00000000, 1.15629326, 0.81171063
786.05000000, 1.16033850, 0.81168988
786.10000000, 1.16560149, 0.81166912
786.15000000, 1.17162251, 0.81164837
786.20000000, 1.17771677, 0.81162761
786.25000000, 1.18451468, 0.81160685
786.30000000, 1.19041275, 0.81158610
786.35000000, 1.19175963, 0.81156534
786.40000000, 1.19146321, 0.81154459
786.45000000, 1.19135090, 0.81152383
786.50000000, 1.19172131, 0.81150307
786.55000000, 1.19246724, 0.81148232
786.60000000, 1.19324912, 0.81146156
786.65000000, 1.19421442, 0.81144081
786.70000000, 1.19509767, 0.81142005
786.75000000, 1.19540362, 0.81139929
786.80000000, 1.19498345, 0.81137854
786.85000000, 1.19397131, 0.81135778
786.90000000, 1.19320272, 0.81133702
786.95000000, 1.19209027, 0.81131627
787.00000000, 1.19119663, 0.81129551
787.05000000, 1.19050453, 0.81127476
787.10000000, 1.18995180, 0.81125400
787.15000000, 1.18972045, 0.81123324
787.20000000, 1.18900977, 0.81121249
787.25000000, 1.18828509, 0.81119173
787.30000000, 1.18763432, 0.81117098
787.35000000, 1.18722873, 0.81115022
787.40000000, 1.18749394, 0.81112946
787.45000000, 1.18689948, 0.81110871
787.50000000, 1.18647435, 0.81108795
787.55000000, 1.18590626, 0.81106720
787.60000000, 1.18515744, 0.81104644
787.65000000, 1.18460040, 0.81102568
787.70000000, 1.18369331, 0.81100493
787.75000000, 1.18364002, 0.81057429
787.80000000, 1.18326793, 0.81012531
787.85000000, 1.18253503, 0.80967634
787.90000000, 1.18223588, 0.80922737
787.95000000, 1.18109265, 0.80877840
788.00000000, 1.17914182, 0.80832943
788.05000000, 1.17746777, 0.80788046
788.10000000, 1.17680289, 0.80743149
788.15000000, 1.17748389, 0.80698252
788.20000000, 1.17817240, 0.80653355
788.25000000, 1.17917483, 0.80608458
788.30000000, 1.18046417, 0.80563561
788.35000000, 1.18193181, 0.80518664
788.40000000, 1.18334002, 0.80473767
788.45000000, 1.18397156, 0.80428870
788.50000000, 1.18363688, 0.80383973
788.55000000, 1.18441188, 0.80339076
788.60000000, 1.18617330, 0.80294179
788.65000000, 1.18813078, 0.80249282
788.70000000, 1.18901473, 0.80204385
788.75000000, 1.18974107, 0.80159487
788.80000000, 1.19097219, 0.80114590
788.85000000, 1.19173728, 0.80069693
788.90000000, 1.19135898, 0.80024796
788.95000000, 1.19097905, 0.79979899
789.00000000, 1.19068147, 0.79935002
789.05000000, 1.19056498, 0.79890105
789.10000000, 1.19059179, 0.79845208
789.15000000, 1.19063906, 0.79800311
789.20000000, 1.19043539, 0.79755414
789.25000000, 1.19000391, 0.79710517
789.30000000, 1.18964673, 0.79665620
789.35000000, 1.18938542, 0.79620723
789.40000000, 1.18914813, 0.79575826
789.45000000, 1.18872124, 0.79530929
789.50000000, 1.18827905, 0.79486032
789.55000000, 1.18783523, 0.79441135
789.60000000, 1.18742020, 0.79396238
789.65000000, 1.18699981, 0.79351340
789.70000000, 1.18641006, 0.79306443
789.75000000, 1.18603705, 0.79261546
789.80000000, 1.18594819, 0.79216649
789.85000000, 1.18593978, 0.79171752
789.90000000, 1.18560906, 0.79126855
789.95000000, 1.18429152, 0.79081958
790.00000000, 1.18378205, 0.79037061
790.05000000, 1.18393485, 0.78992164
790.10000000, 1.18437621, 0.78947267
790.15000000, 1.18493922, 0.78902370
790.20000000, 1.18574993, 0.78857473
790.25000000, 1.18764752, 0.78812576
790.30000000, 1.18886258, 0.78767679
790.35000000, 1.18911949, 0.78722782
790.40000000, 1.18865684, 0.78677885
790.45000000, 1.18827060, 0.78632988
790.50000000, 1.18898203, 0.78588091
790.55000000, 1.19016403, 0.78543193
790.60000000, 1.19191392, 0.78498296
790.65000000, 1.19382203, 0.78453399
790.70000000, 1.19477935, 0.78408502
790.75000000, 1.19519569, 0.78363605
790.80000000, 1.19487865, 0.78318708
790.85000000, 1.19413527, 0.78273811
790.90000000, 1.19321321, 0.78228914
790.95000000, 1.19221623, 0.78184017
791.00000000, 1.18998612, 0.78139120
791.05000000, 1.18724038, 0.78094223
791.10000000, 1.18335686, 0.78049326
791.15000000, 1.17816217, 0.78004429
791.20000000, 1.17226049, 0.77959532
791.25000000, 1.16650965, 0.77914635
791.30000000, 1.16220402, 0.77869738
791.35000000, 1.15877499, 0.77824841
791.40000000, 1.15611540, 0.77779944
791.45000000, 1.15504494, 0.77735047
791.50000000, 1.15489867, 0.77690149
791.55000000, 1.15463945, 0.77645252
791.60000000, 1.15406216, 0.77600355
791.65000000, 1.15324889, 0.77555458
791.70000000, 1.15278049, 0.77510561
791.75000000, 1.15294488, 0.77465664
791.80000000, 1.15308540, 0.77420767
791.85000000, 1.15304332, 0.77375870
791.90000000, 1.15295879, 0.77330973
791.95000000, 1.15356428, 0.77278349
792.00000000, 1.15406632, 0.77211336
792.05000000, 1.15429794, 0.77144324
792.10000000, 1.15490137, 0.77077312
792.15000000, 1.15633556, 0.77010299
792.20000000, 1.15854397, 0.76943287
792.25000000, 1.16151000, 0.76876274
792.30000000, 1.16469230, 0.76809262
792.35000000, 1.16790739, 0.76742249
792.40000000, 1.17089008, 0.76675237
792.45000000, 1.17276998, 0.76608224
792.50000000, 1.17357785, 0.76541212
792.55000000, 1.17345337, 0.76474199
792.60000000, 1.17262536, 0.76407187
792.65000000, 1.17144332, 0.76340175
792.70000000, 1.17031770, 0.76273162
792.75000000, 1.16958496, 0.76206150
792.80000000, 1.16908448, 0.76139137
792.85000000, 1.16811577, 0.76072125
792.90000000, 1.16597158, 0.76005112
792.95000000, 1.16326696, 0.75938100
793.00000000, 1.16015919, 0.75871087
793.05000000, 1.15569537, 0.75804075
793.10000000, 1.14996998, 0.75737063
793.15000000, 1.14360750, 0.75670050
793.20000000, 1.13870661, 0.75603038
793.25000000, 1.13474825, 0.75536025
793.30000000, 1.13116834, 0.75469013
793.35000000, 1.12851127, 0.75402000
793.40000000, 1.12796811, 0.75334988
793.45000000, 1.13005636, 0.75267975
793.50000000, 1.13029276, 0.75200963
793.55000000, 1.12875810, 0.75133950
793.60000000, 1.12651808, 0.75066938
793.65000000, 1.12580097, 0.74999926
793.70000000, 1.12586150, 0.74932913
793.75000000, 1.12530884, 0.74865901
793.80000000, 1.12559925, 0.74798888
793.85000000, 1.12752402, 0.74731876
793.90000000, 1.13087877, 0.74664863
793.95000000, 1.13065459, 0.74597851
794.00000000, 1.12944434, 0.74530838
794.05000000, 1.12931507, 0.74463826
794.10000000, 1.13154415, 0.74396814
794.15000000, 1.13573260, 0.74329801
794.20000000, 1.13837726, 0.74262789
794.25000000, 1.14133775, 0.74195776
794.30000000, 1.14430740, 0.74128764
794.35000000, 1.14591166, 0.74061751
794.40000000, 1.14067363, 0.73994739
794.45000000, 1.13256090, 0.73927726
794.50000000, 1.12622424, 0.73860714
794.55000000, 1.12190281, 0.73793702
794.60000000, 1.11873031, 0.73726689
794.65000000, 1.11627361, 0.73659677
794.70000000, 1.11752990, 0.73592664
794.75000000, 1.12154982, 0.73525652
794.80000000, 1.12693569, 0.73458639
794.85000000, 1.13182007, 0.73391627
794.90000000, 1.13701651, 0.73324614
794.95000000, 1.14430865, 0.73257602
795.00000000, 1.15270268, 0.73190589
795.05000000, 1.16105892, 0.73123577
795.10000000, 1.16787708, 0.73056565
795.15000000, 1.17375642, 0.72989552
795.20000000, 1.17867116, 0.72922540
795.25000000, 1.18148878, 0.72855527
795.30000000, 1.18167469, 0.72788515
795.35000000, 1.18037243, 0.72721502
795.40000000, 1.17807453, 0.72654490
795.45000000, 1.17568505, 0.72587477
795.50000000, 1.17332731, 0.72520465
795.55000000, 1.17100369, 0.72453453
795.60000000, 1.16865120, 0.72386440
795.65000000, 1.16648207, 0.72319428
795.70000000, 1.16433335, 0.72252415
795.75000000, 1.16211307, 0.72185403
795.80000000, 1.15977101, 0.72118390
795.85000000, 1.15787349, 0.72051378
795.90000000, 1.15669633, 0.71984365
795.95000000, 1.15637997, 0.71917353
796.00000000, 1.15696280, 0.71850340
796.05000000, 1.15838758, 0.71783328
796.10000000, 1.16011108, 0.71716316
796.15000000, 1.16140370, 0.71649303
796.20000000, 1.16229739, 0.71610500
796.25000000, 1.16286644, 0.71580392
796.30000000, 1.16312730, 0.71550283
796.35000000, 1.16306494, 0.71520175
796.40000000, 1.16292588, 0.71490066
796.45000000, 1.16295810, 0.71459958
796.50000000, 1.16329679, 0.71429849
796.55000000, 1.16325375, 0.71399741
796.60000000, 1.16286824, 0.71369632
796.65000000, 1.16249559, 0.71339524
796.70000000, 1.16226706, 0.71309415
796.75000000, 1.16223776, 0.71279307
796.80000000, 1.16252617, 0.71249198
796.85000000, 1.16274672, 0.71219090
796.90000000, 1.16297987, 0.71188981
796.95000000, 1.16322930, 0.71158873
797.00000000, 1.16338593, 0.71128764
797.05000000, 1.16314713, 0.71098656
797.10000000, 1.16290673, 0.71068547
797.15000000, 1.16269259, 0.71038439
797.20000000, 1.16245783, 0.71008330
797.25000000, 1.16191692, 0.70978222
797.30000000, 1.16072496, 0.70948113
797.35000000, 1.15954602, 0.70918005
797.40000000, 1.15869337, 0.70887896
797.45000000, 1.15841505, 0.70857788
797.50000000, 1.15847456, 0.70827679
797.55000000, 1.15869926, 0.70797571
797.60000000, 1.15939624, 0.70767462
797.65000000, 1.16040395, 0.70737354
797.70000000, 1.16102383, 0.70707245
797.75000000, 1.16056760, 0.70677137
797.80000000, 1.16011271, 0.70647028
797.85000000, 1.15996542, 0.70616920
797.90000000, 1.16022582, 0.70586811
797.95000000, 1.16045458, 0.70556703
798.00000000, 1.16089073, 0.70526594
798.05000000, 1.16136066, 0.70496486
798.10000000, 1.16171012, 0.70466377
798.15000000, 1.16175449, 0.70436269
798.20000000, 1.16122203, 0.70406160
798.25000000, 1.16095350, 0.70376052
798.30000000, 1.16091697, 0.70345943
798.35000000, 1.16111400, 0.70315835
798.40000000, 1.16156814, 0.70285726
798.45000000, 1.16218551, 0.70255618
798.50000000, 1.16268827, 0.70225509
798.55000000, 1.16272705, 0.70195401
798.60000000, 1.16203547, 0.70165292
798.65000000, 1.16076893, 0.70135184
798.70000000, 1.15944933, 0.70105075
798.75000000, 1.15810635, 0.70074967
798.80000000, 1.15683473, 0.70044858
798.85000000, 1.15577336, 0.70014750
798.90000000, 1.15546484, 0.69984641
798.95000000, 1.15533517, 0.69954533
799.00000000, 1.15505774, 0.69924424
799.05000000, 1.15456293, 0.69894316
799.10000000, 1.15420403, 0.69864207
799.15000000, 1.15432820, 0.69834099
799.20000000, 1.15470180, 0.69803990
799.25000000, 1.15515244, 0.69773882
799.30000000, 1.15549558, 0.69743773
799.35000000, 1.15546030, 0.69713665
799.40000000, 1.15495544, 0.69683556
799.45000000, 1.15386771, 0.69653448
799.50000000, 1.15234718, 0.69623339
799.55000000, 1.15077264, 0.69593231
799.60000000, 1.15055452, 0.69563122
799.65000000, 1.15022115, 0.69533014
799.70000000, 1.14835451, 0.69502905
799.75000000, 1.14414532, 0.69472797
799.80000000, 1.13873436, 0.69442688
799.85000000, 1.13354881, 0.69412580
799.90000000, 1.12866697, 0.69382471
799.95000000, 1.12427514, 0.69352363
800.00000000, 1.12061647, 0.69322254
800.05000000, 1.12038369, 0.69292146
800.10000000, 1.12089547, 0.69262037
800.15000000, 1.12146061, 0.69231929
800.20000000, 1.12189187, 0.69201820
800.25000000, 1.12319842, 0.69171712
