wavelength transmission
200	0.00009
201	0.00001
202	0.00000
203	0.00000
204	0.00001
205	0.00006
206	0.00029
207	0.00101
208	0.00264
209	0.00548
210	0.00951
211	0.01440
212	0.01970
213	0.02478
214	0.02910
215	0.03226
216	0.03410
217	0.03448
218	0.03358
219	0.03138
220	0.02823
221	0.02442
222	0.02026
223	0.01605
224	0.01211
225	0.00867
226	0.00582
227	0.00362
228	0.00208
229	0.00108
230	0.00050
231	0.00021
232	0.00007
233	0.00002
234	0.00001
235	0.00000
236	0.00000
237	0.00000
238	0.00000
239	0.00000
240	0.00001
241	0.00004
242	0.00010
243	0.00024
244	0.00049
245	0.00091
246	0.00153
247	0.00241
248	0.00355
249	0.00496
250	0.00661
251	0.00843
252	0.01037
253	0.01234
254	0.01429
255	0.01614
256	0.01780
257	0.01924
258	0.02044
259	0.02133
260	0.02185
261	0.02205
262	0.02194
263	0.02146
264	0.02074
265	0.01972
266	0.01850
267	0.01711
268	0.01555
269	0.01394
270	0.01230
271	0.01068
272	0.00909
273	0.00757
274	0.00618
275	0.00495
276	0.00387
277	0.00295
278	0.00219
279	0.00157
280	0.00109
281	0.00074
282	0.00048
283	0.00030
284	0.00018
285	0.00010
286	0.00005
287	0.00003
288	0.00001
289	0.00001
290	0.00000
291	0.00000
292	0.00000
293	0.00000
294	0.00000
295	0.00000
296	0.00000
297	0.00000
298	0.00000
299	0.00000
300	0.00000
301	0.00000
302	0.00000
303	0.00000
304	0.00000
305	0.00000
306	0.00000
307	0.00000
308	0.00000
309	0.00000
310	0.00000
311	0.00000
312	0.00000
313	0.00000
314	0.00000
315	0.00000
316	0.00000
317	0.00000
318	0.00000
319	0.00000
320	0.00000
321	0.00002
322	0.00007
323	0.00024
324	0.00076
325	0.00223
326	0.00598
327	0.01438
328	0.03054
329	0.05708
330	0.09488
331	0.14209
332	0.19512
333	0.25018
334	0.30431
335	0.35489
336	0.40093
337	0.44299
338	0.48028
339	0.51261
340	0.54156
341	0.56716
342	0.58935
343	0.60801
344	0.62390
345	0.63756
346	0.64836
347	0.65734
348	0.66414
349	0.66966
350	0.67338
351	0.67573
352	0.67636
353	0.67570
354	0.67401
355	0.67092
356	0.66685
357	0.66089
358	0.65472
359	0.64812
360	0.64026
361	0.63203
362	0.62300
363	0.61329
364	0.60321
365	0.59300
366	0.58234
367	0.57027
368	0.55932
369	0.54822
370	0.53683
371	0.52501
372	0.51316
373	0.50208
374	0.49164
375	0.48207
376	0.47336
377	0.46461
378	0.45618
379	0.44899
380	0.44463
381	0.44208
382	0.44102
383	0.44156
384	0.44336
385	0.44563
386	0.44882
387	0.45297
388	0.45757
389	0.46222
390	0.46736
391	0.47259
392	0.47757
393	0.48222
394	0.48630
395	0.49004
396	0.49349
397	0.49691
398	0.50057
399	0.50412
400	0.534103147
401	0.535456108
402	0.537784401
403	0.538803886
404	0.540419305
405	0.542452953
406	0.542901742
407	0.544408743
408	0.545412791
409	0.546797738
410	0.548358834
411	0.549331032
412	0.550398559
413	0.552622544
414	0.554948325
415	0.557622768
416	0.559895978
417	0.562513319
418	0.565416912
